eng,zh-cn,zh-tw,Source,Duplicated
You are defending against a Prince of Beihai military force!,你正在防御一支北海王的军队！,您正在防禦北海王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Cangwu Separatists military force!,你正在防御一支苍梧王叛党的军队！,您正在防禦蒼梧王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Cangwu military force!,你正在防御一支苍梧王的军队！,您正在防禦蒼梧王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Changle Separatistsn military force!,你正在防御一支长乐王叛党的军队！,您正在防禦長樂王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Changle military force!,你正在防御一支长乐王的军队！,您正在防禦長樂王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Changsha Separatists military force!,你正在防御一支长沙王叛党的军队！,您正在防禦長沙王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Changsha military force!,你正在防御一支长沙王的军队！,您正在防禦長沙王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chang’an Separatists military force!,你正在防御一支长安王叛党的军队！,您正在防禦長安王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chang’an military force!,你正在防御一支长安王的军队！,您正在防禦長安王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chengdu Separatists military force!,你正在防御一支成都王叛党的军队！,您正在防禦成都王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chengdu military force!,你正在防御一支成都王的军队！,您正在防禦成都王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chenliu Separatists military force!,你正在防御一支陈留王叛党的军队！,您正在防禦陳留王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chenliu military force!,你正在防御一支陈留王的军队！,您正在防禦陳留王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chu Separatists military force!,你正在防御一支楚王叛党的军队！,您正在防禦楚王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Chu military force!,你正在防御一支楚王的军队！,您正在防禦楚王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Dongan Separatists military force!,你正在防御一支东安王叛党的军队！,您正在防禦東安王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Dongan military force!,你正在防御一支东安王的军队！,您正在防禦東安王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Donghai Separatists military force!,你正在防御一支东海王叛党的军队！,您正在防禦東海王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Donghai military force!,你正在防御一支东海王的军队！,您正在防禦東海王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Donglai Separatists military force!,你正在防御一支东莱王叛党的军队！,您正在防禦東萊王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Donglai military force!,你正在防御一支东莱王的军队！,您正在防禦東萊王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Dongping Separatists military force!,你正在防御一支东平王叛党的军队！,您正在防禦東平王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Dongping military force!,你正在防御一支东平王的军队！,您正在防禦東平王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Fanyang Separatists military force!,你正在防御一支范阳王叛党的军队！,您正在防禦范陽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Fanyang military force!,你正在防御一支范阳王的军队！,您正在防禦范陽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Fuling Separatists military force!,你正在防御一支涪陵王叛党的军队！,您正在防禦涪陵王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Fuling military force!,你正在防御一支涪陵王的军队！,您正在防禦涪陵王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Gaoliang Separatists military force!,你正在防御一支高凉王叛党的军队！,您正在防禦高涼王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Gaoliang military force!,你正在防御一支高凉王的军队！,您正在防禦高涼王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Gaoliu Separatists military force!,你正在防御一支代王叛党的军队！,您正在防禦代王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Gaoliu military force!,你正在防御一支代王的军队！,您正在防禦代王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Gaoyang Separatists military force!,你正在防御一支高阳王叛党的军队！,您正在防禦高陽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Gaoyang military force!,你正在防御一支高阳王的军队！,您正在防禦高陽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Han Separatists military force!,你正在防御一支汉王叛党的军队！,您正在防禦漢王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Han military force!,你正在防御一支汉王的军队！,您正在防禦漢王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Hefei Separatists military force!,你正在防御一支庐江王叛党的军队！,您正在防禦廬江王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Hefei military force!,你正在防御一支庐江王的军队！,您正在防禦廬江王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Hejian Separatists military force!,你正在防御一支河间王叛党的军队！,您正在防禦河間王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Hejian military force!,你正在防御一支河间王的军队！,您正在防禦河間王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Henei Separatists military force!,你正在防御一支河内王叛党的军队！,您正在防禦河內王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Henei military force!,你正在防御一支河内王的军队！,您正在防禦河內王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Hepu Separatists military force!,你正在防御一支合浦王叛党的军队！,您正在防禦合浦王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Hepu military force!,你正在防御一支合浦王的军队！,您正在防禦合浦王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Huainan Separatists military force!,你正在防御一支淮南王叛党的军队！,您正在防禦淮南王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Huainan military force!,你正在防御一支淮南王的军队！,您正在防禦淮南王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangling Separatists military force!,你正在防御一支江陵王叛党的军队！,您正在防禦江陵王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangling military force!,你正在防御一支江陵王的军队！,您正在防禦江陵王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangxia Separatists military force!,你正在防御一支江夏王叛党的军队！,您正在防禦江夏王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangxia military force!,你正在防御一支江夏王的军队！,您正在防禦江夏王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangyang Separatists military force!,你正在防御一支江阳王叛党的军队！,您正在防禦江陽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangyang military force!,你正在防御一支江阳王的军队！,您正在防禦江陽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangzhou Separatists military force!,你正在防御一支巴王叛党的军队！,您正在防禦巴王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiangzhou military force!,你正在防御一支巴王的军队！,您正在防禦巴王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jian’an Separatists military force!,你正在防御一支建安王叛党的军队！,您正在防禦建安王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jian’an military force!,你正在防御一支建安王的军队！,您正在防禦建安王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiaozhi Separatists military force!,你正在防御一支交趾王叛党的军队！,您正在防禦交趾王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jiaozhi military force!,你正在防御一支交趾王的军队！,您正在防禦交趾王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jincheng Separatists military force!,你正在防御一支金城王叛党的军队！,您正在防禦金城王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Jincheng military force!,你正在防御一支金城王的军队！,您正在防禦金城王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Kuaiji Separatists military force!,你正在防御一支会稽王叛党的军队！,您正在防禦會稽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Kuaiji military force!,你正在防御一支会稽王的军队！,您正在防禦會稽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Langye Separatists military force!,你正在防御一支琅琊王叛党的军队！,您正在防禦琅邪王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Langye military force!,你正在防御一支琅琊王的军队！,您正在防禦琅邪王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Lean Separatists military force!,你正在防御一支乐安王叛党的军队！,您正在防禦樂安王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Lean military force!,你正在防御一支乐安王的军队！,您正在防禦樂安王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Liang Separatists military force!,你正在防御一支梁王叛党的军队！,您正在防禦梁王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Liang military force!,你正在防御一支梁王的军队！,您正在防禦梁王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Liaoxi Separatists military force!,你正在防御一支辽西王叛党的军队！,您正在防禦遼西王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Liaoxi military force!,你正在防御一支辽西王的军队！,您正在防禦遼西王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Lingling Separatists military force!,你正在防御一支零陵王叛党的军队！,您正在防禦零陵王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Lingling military force!,你正在防御一支零陵王的军队！,您正在防禦零陵王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Longxi Separatists military force!,你正在防御一支陇西王叛党的军队！,您正在防禦隴西王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Longxi military force!,你正在防御一支陇西王的军队！,您正在防禦隴西王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Luling Separatists military force!,你正在防御一支庐陵王叛党的军队！,您正在防禦廬陵王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Luling military force!,你正在防御一支庐陵王的军队！,您正在防禦廬陵王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Nanhai Separatists military force!,你正在防御一支南海王王叛党的军队！,您正在防禦南海王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Nanhai military force!,你正在防御一支南海王的军队！,您正在防禦南海王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Nanyang Separatists military force!,你正在防御一支南阳王叛党的军队！,您正在防禦南陽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Nanyang military force!,你正在防御一支南阳王的军队！,您正在防禦南陽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Pengcheng Separatists military force!,你正在防御一支彭城王叛党的军队！,您正在防禦彭城王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Pengcheng military force!,你正在防御一支彭城王的军队！,您正在防禦彭城王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Piling Separatists military force!,你正在防御一支毗陵王叛党的军队！,您正在防禦毗陵王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Piling military force!,你正在防御一支毗陵王的军队！,您正在防禦毗陵王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Pingyuan Separatists military force!,你正在防御一支平原王叛党的军队！,您正在防禦平原王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Pingyuan military force!,你正在防御一支平原王的军队！,您正在防禦平原王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Poyang Separatists military force!,你正在防御一支鄱阳王叛党的军队！,您正在防禦鄱陽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Poyang military force!,你正在防御一支鄱阳王的军队！,您正在防禦鄱陽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qi Separatists military force!,你正在防御一支齐王叛党的军队！,您正在防禦齊王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qi military force!,你正在防御一支齐王的军队！,您正在防禦齊王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qiao Separatists military force!,你正在防御一支谯王叛党的军队！,您正在防禦譙王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qiao military force!,你正在防御一支谯王的军队！,您正在防禦譙王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qin Separatists military force!,你正在防御一支秦王叛党的军队！,您正在防禦秦王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qin military force!,你正在防御一支秦王的军队！,您正在防禦秦王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qinghe Separatists military force!,你正在防御一支清河王叛党的军队！,您正在防禦清河王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Qinghe military force!,你正在防御一支清河王的军队！,您正在防禦清河王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Rencheng Separatists military force!,你正在防御一支任城王叛党的军队！,您正在防禦任城王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Rencheng military force!,你正在防御一支任城王的军队！,您正在防禦任城王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Ru'nan Separatists military force!,你正在防御一支汝南王叛党的军队！,您正在防禦汝南王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Ru'nan military force!,你正在防御一支汝南王的军队！,您正在防禦汝南王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Shouchun Separatists military force!,你正在防御一支扬州王叛党的军队！,您正在防禦揚州王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Shouchun military force!,你正在防御一支扬州王的军队！,您正在防禦揚州王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Shunyang Separatists military force!,你正在防御一支顺阳王叛党的军队！,您正在防禦順陽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Shunyang military force!,你正在防御一支顺阳王的军队！,您正在防禦順陽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Taiyuan Separatists military force!,你正在防御一支太原王叛党的军队！,您正在防禦太原王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Taiyuan military force!,你正在防御一支太原王的军队！,您正在防禦太原王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Tong’an Separatists military force!,你正在防御一支同安王叛党的军队！,您正在防禦同安王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Tong’an military force!,你正在防御一支同安王的军队！,您正在防禦同安王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Wu Separatists military force!,你正在防御一支吴王叛党的军队！,您正在防禦吳王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Wu military force!,你正在防御一支吴王的军队！,您正在防禦吳王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Wuling Separatists military force!,你正在防御一支武陵王叛党的军队！,您正在防禦武陵王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Wuling military force!,你正在防御一支武陵王的军队！,您正在防禦武陵王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xiabian Separatists military force!,你正在防御一支武都王叛党的军队！,您正在防禦武都王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xiabian military force!,你正在防御一支武都王的军队！,您正在防禦武都王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xiapi Separatists military force!,你正在防御一支下邳王叛党的军队！,您正在防禦下邳王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xiapi military force!,你正在防御一支下邳王的军队！,您正在防禦下邳王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xihe Separatists military force!,你正在防御一支西河王叛党的军队！,您正在防禦西河王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xihe military force!,你正在防御一支西河王的军队！,您正在防禦西河王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xindu Separatists military force!,你正在防御一支新都王叛党的军队！,您正在防禦新都王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xindu military force!,你正在防御一支新都王的军队！,您正在防禦新都王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xinye Separatists military force!,你正在防御一支新野王叛党的军队！,您正在防禦新野王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Xinye military force!,你正在防御一支新野王的军队！,您正在防禦新野王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yan Separatists military force!,你正在防御一支燕王叛党的军队！,您正在防禦燕王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yan military force!,你正在防御一支燕王的军队！,您正在防禦燕王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yanmen Separatists military force!,你正在防御一支雁门王叛党的军队！,您正在防禦雁門王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yanmen military force!,你正在防御一支雁门王的军队！,您正在防禦雁門王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Ye Separatists military force!,你正在防御一支邺王叛党的军队！,您正在防禦鄴王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Ye military force!,你正在防御一支邺王的军队！,您正在防禦鄴王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yiyang Separatist military force!,你正在防御一支义阳王叛党的军队！,您正在防禦義陽王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yiyang military force!,你正在防御一支义阳王的军队！,您正在防禦義陽王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yizhou Separatists military force!,你正在防御一支益州王叛党的军队！,您正在防禦益州王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yizhou military force!,你正在防御一支益州王的军队！,您正在防禦益州王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yong'an Separatists military force!,你正在防御一支巴东叛党的军队！,您正在防禦巴東王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yong'an military force!,你正在防御一支巴东王的军队！,您正在防禦巴東王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yuzhang Separatists military force!,你正在防御一支豫章王叛党的军队！,您正在防禦豫章王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Yuzhang military force!,你正在防御一支豫章王的军队！,您正在防禦豫章王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zangke Separatists military force!,你正在防御一支牂牁王叛党的军队！,您正在防禦牂牁王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zangke military force!,你正在防御一支牂牁王的军队！,您正在防禦牂牁王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zhangwu Separatists military force!,你正在防御一支章武王叛党的军队！,您正在防禦章武王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zhangwu military force!,你正在防御一支章武王的军队！,您正在防禦章武王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zhao Separatists military force!,你正在防御一支赵王叛党的军队！,您正在防禦趙王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zhao military force!,你正在防御一支赵王的军队！,您正在防禦趙王部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zhongshan Separatists military force!,你正在防御一支中山王叛党的军队！,您正在防禦中山王獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Prince of Zhongshan military force!,你正在防御一支中山王的军队！,您正在防禦中山王部隊的攻擊！,Vanilla,False
You are defending against a Puyang Commandery military force!,,,Vanilla,False
You are defending against a Puyang Separatist military force!,,,Vanilla,False
You are defending against a Qiao Mao Separatist military force!,,,Vanilla,False
You are defending against a Qiao Mao military force!,,,Vanilla,False
You are defending against a Runan Commandery Separatists force!,你正在防御一支汝南豪强叛党的军队！,您正在防禦汝南郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Runan Commandery force!,你正在防御一支汝南豪强的军队！,您正在防禦汝南郡部隊的攻擊！,Vanilla,False
You are defending against a Runan Commandery military force!,你正在防御一支汝南豪强的军队！,您正在防禦汝南郡部隊的攻擊！,Vanilla,False
You are defending against a Runan Separatists military force!,你正在防御一支汝南叛党的军队！,您正在防禦汝南獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shamoke Separatists military force!,,,Vanilla,False
You are defending against a Shamoke military force!,,,Vanilla,False
You are defending against a Shangdang Commandery force!,你正在防御一支上党豪强的军队！,您正在防禦上黨郡部隊的攻擊！,Vanilla,False
You are defending against a Shangdang Commandery military force!,你正在防御一支上党豪强的军队！,您正在防禦上黨郡部隊的攻擊！,Vanilla,False
You are defending against a Shangdang Separatists force!,你正在防御一支上党叛党的军队！,您正在防禦上黨獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shangdang Separatists military force!,你正在防御一支上党叛党的军队！,您正在防禦上黨獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shangyong Commandery Separatists force!,你正在防御一支上庸豪强叛党的军队！,您正在防禦上庸郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shangyong Commandery force!,你正在防御一支上庸豪强的军队！,您正在防禦上庸郡部隊的攻擊！,Vanilla,False
You are defending against a Shangyong Commandery military force!,你正在防御一支上庸豪强的军队！,您正在防禦上庸郡部隊的攻擊！,Vanilla,False
You are defending against a Shangyong Separatists military force!,你正在防御一支上庸叛党的军队！,您正在防禦上庸獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shanyue Rebel military force!,,,Vanilla,False
You are defending against a Shanyue Separatist military force!,,,Vanilla,False
You are defending against a Shi Hui Separatist military force!,,,Vanilla,False
You are defending against a Shi Hui military force!,,,Vanilla,False
You are defending against a Shi Xie Separatist military force!,你正在防御一支士燮叛党军的军队！,您正在防禦士燮獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shi Xie military force!,你正在防御一支士燮军的军队！,您正在防禦士燮軍部隊的攻擊！,Vanilla,False
You are defending against a Shouchun Commandery Separatists force!,你正在防御一支扬州豪强叛党的军队！,您正在防禦揚州郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shouchun Commandery force!,你正在防御一支扬州豪强的军队！,您正在防禦揚州郡部隊的攻擊！,Vanilla,False
You are defending against a Shouchun Commandery military force!,你正在防御一支扬州豪强的军队！,您正在防禦揚州郡部隊的攻擊！,Vanilla,False
You are defending against a Shouchun Separatists military force!,你正在防御一支扬州叛党的军队！,您正在防禦揚州獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shoufang Commandery military force!,你正在防御一支朔方豪强的军队！,您正在防禦朔方郡部隊的攻擊！,Vanilla,False
You are defending against a Shoufang Separatists military force!,你正在防御一支朔方叛党的军队！,您正在防禦朔方獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Shuofang Commandery force!,你正在防御一支朔方豪强的军队！,您正在防禦朔方郡部隊的攻擊！,Vanilla,False
You are defending against a Shuofang Separatists force!,你正在防御一支朔方叛党的军队！,您正在防禦朔方獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Sun Jian Separatist military force!,你正在防御一支孙坚叛党军的军队！,您正在防禦孫堅獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Sun Jian military force!,你正在防御一支孙坚军的军队！,您正在防禦孫堅軍部隊的攻擊！,Vanilla,False
You are defending against a Taishan Commandery Separatists force!,你正在防御一支泰山豪强叛党的军队！,您正在防禦泰山郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Taishan Commandery force!,你正在防御一支泰山豪强的军队！,您正在防禦泰山郡部隊的攻擊！,Vanilla,False
You are defending against a Taishan Commandery military force!,你正在防御一支泰山豪强的军队！,您正在防禦泰山郡部隊的攻擊！,Vanilla,False
You are defending against a Taishan Separatists military force!,你正在防御一支泰山叛党的军队！,您正在防禦泰山獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Taiyuan Commandery force!,你正在防御一支太原豪强的军队！,您正在防禦太原郡部隊的攻擊！,Vanilla,False
You are defending against a Taiyuan Commandery military force!,你正在防御一支太原豪强的军队！,您正在防禦太原郡部隊的攻擊！,Vanilla,False
You are defending against a Taiyuan Separatists force!,你正在防御一支太原叛党的军队！,您正在防禦太原獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Taiyuan Separatists military force!,你正在防御一支太原叛党的军队！,您正在防禦太原獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Tao Qian military force!,你正在防御一支陶谦的军队！,您正在防禦陶謙軍部隊的攻擊！,Vanilla,False
You are defending against a Tong'an Commandery Separatists force!,你正在防御一支同安豪强叛党的军队！,您正在防禦同安郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Tong'an Commandery force!,你正在防御一支同安豪强的军队！,您正在防禦同安郡部隊的攻擊！,Vanilla,False
You are defending against a Tongan Commandery military force!,你正在防御一支同安豪强的军队！,您正在防禦同安郡部隊的攻擊！,Vanilla,False
You are defending against a Tongan Separatists military force!,你正在防御一支同安叛党的军队！,您正在防禦同安獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Wang Kuang military force!,你正在防御一支王匡的军队！,您正在防禦王匡軍部隊的攻擊！,Vanilla,False
You are defending against a Wang Lang military force!,你正在防御一支王朗的军队！,您正在防禦王朗軍部隊的攻擊！,Vanilla,False
You are defending against a Wang Rui military force!,,,Vanilla,False
You are defending against a Wei Commandery military force!,,,Vanilla,False
You are defending against a Wei Separatist military force!,,,Vanilla,False
You are defending against a Weijun Commandery force!,你正在防御一支魏郡豪强的军队！,您正在防禦魏郡部隊的攻擊！,Vanilla,False
You are defending against a Weijun Commandery military force!,你正在防御一支魏郡豪强的军队！,您正在防禦魏郡部隊的攻擊！,Vanilla,False
You are defending against a Weijun Separatists force!,你正在防御一支魏郡豪强叛党的军队！,您正在防禦魏郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Weijun Separatists military force!,你正在防御一支魏郡叛党的军队！,您正在防禦魏郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Wuling Commandery force!,你正在防御一支武陵豪强的军队！,您正在防禦武陵郡部隊的攻擊！,Vanilla,False
You are defending against a Wuling Commandery military force!,你正在防御一支武陵豪强的军队！,您正在防禦武陵郡部隊的攻擊！,Vanilla,False
You are defending against a Wuling Separatists force!,你正在防御一支武陵豪强叛党的军队！,您正在防禦武陵獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Wuling Separatists military force!,你正在防御一支武陵叛党的军队！,您正在防禦武陵獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Wuwei Commandery Separatists force!,你正在防御一支武威豪强叛党的军队！,您正在防禦武威郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Wuwei Commandery force!,你正在防御一支武威豪强的军队！,您正在防禦武威郡部隊的攻擊！,Vanilla,False
You are defending against a Wuwei Commandery military force!,你正在防御一支武威豪强的军队！,您正在防禦武威郡部隊的攻擊！,Vanilla,False
You are defending against a Wuwei Separatists military force!,你正在防御一支武威叛党的军队！,您正在防禦武威獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xiabian Commandery Separatists force!,你正在防御一支武都豪强叛党的军队！,您正在防禦武都郡獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xiabian Commandery force!,你正在防御一支武都豪强的军队！,您正在防禦武都郡部隊的攻擊！,Vanilla,False
You are defending against a Xiabian Commandery military force!,你正在防御一支武都豪强的军队！,您正在防禦武都郡部隊的攻擊！,Vanilla,False
You are defending against a Xiabian Separatists military force!,你正在防御一支武都叛党的军队！,您正在防禦武都獨立勢力部隊的攻擊！,Vanilla,False
You are defending against a Xiangyang Commandery force!,你正在防御一支襄阳豪强的军队！,您正在防禦襄陽郡部隊的攻擊！,Vanilla,False
